x,y,z
12.4,0.6,0.131144334
12.6,0.6,0.132667627
12.8,0.6,0.134190921
13,0.6,0.135714214
13.2,0.6,0.134134635
13.4,0.6,0.132555057
13.6,0.6,0.130975478
13.8,0.6,0.1293959
14,0.6,0.127816321
14.2,0.6,0.12581149
14.4,0.6,0.123806659
14.6,0.6,0.121801828
14.8,0.6,0.119796997
15,0.6,0.117792166
15.2,0.6,0.114635404
15.4,0.6,0.111478642
15.6,0.6,0.108321879
15.8,0.6,0.105165117
16,0.6,0
0,0.8,0.070447029
0.2,0.8,0.075642559
0.4,0.8,0.080838089
0.6,0.8,0.086033619
0.8,0.8,0.091229149
1,0.8,0.096424679
1.2,0.8,0.101099405
1.4,0.8,0.10577413
1.6,0.8,0.110448856
1.8,0.8,0.115123581
2,0.8,0.119798307
2.2,0.8,0.121871837
2.4,0.8,0.123945367
2.6,0.8,0.126018898
2.8,0.8,0.128092428
3,0.8,0.130165958
3.2,0.8,0.12898083
3.4,0.8,0.127795702
3.6,0.8,0.126610573
3.8,0.8,0.125425445
4,0.8,0.124240317
4.2,0.8,0.122044722
4.4,0.8,0.119849127
4.6,0.8,0.117653531
4.8,0.8,0.115457936
5,0.8,0.113262341
5.2,0.8,0.111036856
5.4,0.8,0.108811371
5.6,0.8,0.106585887
5.8,0.8,0.104360402
6,0.8,0.102134917
6.2,0.8,0.100799458
6.4,0.8,0.099463999
6.6,0.8,0.098128539
6.8,0.8,0.09679308
7,0.8,0.095457621
7.2,0.8,0.093886255
7.4,0.8,0.09231489
7.6,0.8,0.090743524
7.8,0.8,0.089172159
8,0.8,0.087600793
8.2,0.8,0.087413322
8.4,0.8,0.087225851
8.6,0.8,0.087038381
8.8,0.8,0.08685091
9,0.8,0.086663439
9.2,0.8,0.089159862
9.4,0.8,0.091656286
9.6,0.8,0.094152709
9.8,0.8,0.096649133
10,0.8,0.099145556
10.2,0.8,0.102601593
10.4,0.8,0.10605763
10.6,0.8,0.109513666
10.8,0.8,0.112969703
11,0.8,0.11642574
11.2,0.8,0.119931475
11.4,0.8,0.123437211
11.6,0.8,0.126942946
11.8,0.8,0.130448682
12,0.8,0.133954417
12.2,0.8,0.135850323
12.4,0.8,0.137746229
12.6,0.8,0.139642136
12.8,0.8,0.141538042
13,0.8,0.143433948
13.2,0.8,0.142203718
13.4,0.8,0.140973488
13.6,0.8,0.139743257
13.8,0.8,0.138513027
14,0.8,0.137282797
14.2,0.8,0.134992036
14.4,0.8,0.132701275
14.6,0.8,0.130410515
14.8,0.8,0.128119754
15,0.8,0.125828993
15.2,0.8,0.122501471
15.4,0.8,0.119173949
15.6,0.8,0.115846426
15.8,0.8,0.112518904
16,0.8,0
0,1,0.082984195
0.2,1,0.088804794
0.4,1,0.094625393
0.6,1,0.100445992
0.8,1,0.106266591
1,1,0.11208719
1.2,1,0.11764491
1.4,1,0.123202629
1.6,1,0.128760349
1.8,1,0.134318069
2,1,0.139875788
2.2,1,0.141973995
2.4,1,0.144072203
2.6,1,0.14617041
2.8,1,0.148268617
3,1,0.150366824
3.2,1,0.150016582
3.4,1,0.14966634
3.6,1,0.149316098
3.8,1,0.148965855
4,1,0.148615613
4.2,1,0.146258711
4.4,1,0.143901809
4.6,1,0.141544907
4.8,1,0.139188004
5,1,0.136831102
5.2,1,0.13428287
5.4,1,0.131734638
5.6,1,0.129186406
5.8,1,0.126638174
6,1,0.124089942
6.2,1,0.122444928
6.4,1,0.120799914
6.6,1,0.1191549
6.8,1,0.117509886
7,1,0.115864872
7.2,1,0.113567318
7.4,1,0.111269764
7.6,1,0.108972211
7.8,1,0.106674657
8,1,0.104377103
8.2,1,0.104059785
8.4,1,0.103742466
8.6,1,0.103425148
8.8,1,0.10310783
9,1,0.102790511
9.2,1,0.105381869
9.4,1,0.107973226
9.6,1,0.110564583
9.8,1,0.113155941
10,1,0.115747298
10.2,1,0.119662697
10.4,1,0.123578097
10.6,1,0.127493496
10.8,1,0.131408896
11,1,0.135324295
11.2,1,0.138969546
11.4,1,0.142614797
11.6,1,0.146260048
11.8,1,0.149905299
12,1,0.15355055
12.2,1,0.156281241
12.4,1,0.159011931
12.6,1,0.161742621
12.8,1,0.164473311
13,1,0.167204002
13.2,1,0.166090005
13.4,1,0.164976009
13.6,1,0.163862013
13.8,1,0.162748016
14,1,0.16163402
14.2,1,0.158681463
14.4,1,0.155728907
14.6,1,0.15277635
14.8,1,0.149823793
15,1,0.146871236
15.2,1,0.14354958
15.4,1,0.140227923
15.6,1,0.136906267
15.8,1,0.13358461
16,1,0
0,1.2,0.095521361
0.2,1.2,0.101967029
0.4,1.2,0.108412697
0.6,1.2,0.114858365
